decayed,image,names,name,norad_cat_id,status,telemetries
null,https://db-satnogs.freetls.fastly.net/media/satellites/VeloxPII_Auto1.jpeg,,VELOX-PII,39438,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/First-MOVE.png,,FIRST-MOVE,39439,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/cubebug-1__1.jpg,LO-74,CUBEBUG-2,39440,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/NEE-02_KRYOSAOR.jpg,NEE-02,NEE-02 KRYSAOR,39441,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/FUNCUBE-1.jpg,AO-73,FUNCUBE-1,39444,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/HINCUBE.jpg,,HINCUBE,39445,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/uwe-1__1.jpg,,UWE-3,39446,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/MCUBED-2.jpg,,MCUBED-2,39469,alive,[{"decoder":"mxl"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/aist__1.jpg,,AIST-1,39492,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SPROUT.png,,SPROUT,39770,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/unisat-6__1.jpg,,UNISAT-6,40012,alive,[{"decoder":"us6"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/bugsat-1__1.jpg,TITA,BUGSAT-1,40014,alive,[{"decoder":"bugsat1"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/duchifat-1__1.jpg,,DUCHIFAT-1,40021,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/nanosat.jpg,NCBR-1 - NCBR1,NANOSATC-BR1,40024,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/qb50p1__1.jpg,EO 79- European-OSCAR 79- FUNcube 3- EO-79,QB50P1,40025,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/DTUSAT-2.jpg,,DTUSAT-2,40030,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/qb50p2__1.jpg,EO 80- European-OSCAR 80- EO-80,QB50P2,40032,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/polyitan.jpg,,POLYITAN-1,40042,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/tigrisat__1.jpg,,TIGRISAT,40043,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/aisat__1.jpg,,AISAT,40054,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/CANX-4.jpg,NLS 7.1,CANX-4,40055,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/CANX-4.5.jpg,NLS 7.2,CANX-5,40056,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/v1.jpg,,VELOX 1,40057,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/METEOR-M_2.jpg,,METEOR-M 2,40069,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/DX-1.png,DX-1,DX1,40071,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/592-original.gif,,UKUBE-1,40074,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/Firebird_Auto3.jpeg,,FIREBIRD 3,40377,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/firebird4.jpeg,,FIREBIRD 4,40378,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/IMG_6740-300x200.jpg,,GRIFEX,40379,alive,[{"decoder":"mxl"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/exocube__1.jpg,,EXOCUBE,40380,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/psat__2.jpg,PSAT - ParkinsonSAT,NO-84,40654,alive,[{"decoder":"ax25monitor"}]
2019-11-16T16:31:18Z,https://db-satnogs.freetls.fastly.net/media/satellites/bricsat-p__2.jpg,BRICSat-P,NO-83,40655,re-entered,[]
2015-06-14T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/lightsail1.jpeg,LIGHTSAIL-A,LIGHTSAIL-1,40661,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/DeorbitSail.jpg,,DEORBITSAIL,40719,alive,[]
2016-03-27T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/SERPENS.jpg,PY0ESA,SERPENS,40897,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/NUDT-PHONESAT.jpg,CAS-3I - XW-2I,NUDT-PHONESAT,40900,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/CAS_3A_XW-2A.jpg,CAS-3A,XW-2A,40903,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/XW-2C.jpg,CAS-3C,XW-2C,40906,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/XW-2D_r2lRYTE.jpg,CAS-3D,XW-2D,40907,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/LILACSAT-2.jpg,CAS-3H - XW-2H,LILACSAT 2,40908,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/XW-2E.jpg,CAS-3E,XW-2E,40909,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/XW-2F.jpg,CAS-3F,XW-2F,40910,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/xw2b_small.jpg,CAS-3B,XW-2B,40911,alive,[]
null,null,CAS-3G - DCBB - XW-2G,KAITUO 1B,40912,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/TIANWANG-1C.jpg,TW-1C - NJFA-1,TIANWANG 1C,40926,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/TIANWANG-1B.jpg,TW-1B - NJUST-2,TIANWANG 1B,40927,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/TIANWANG-1A.jpg,TW-1A - Shangkeda-2 - SECM,TIANWANG 1A,40928,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/LAPAN-A2_12tCGA2.jpg,ORARI - IO-86,LAPAN-A2,40931,alive,[]
2016-03-15T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/AAUSAT-5_Pk2F5ul.png,,AAUSAT 5,40948,re-entered,[]
2016-10-18T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/GOMX-3.jpg,,GOMX-3,40949,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/LQSAT.jpg,,LQSAT,40958,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/Fox-1A.png,AO-85,FOX-1A,40967,alive,[{"decoder":"fox"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/BISONSAT.jpg,N7SKC,BISONSAT,40968,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/athenoxat-1__1.jpg,ATX1,ATHENOXAT 1,41168,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/galassia__2.jpg,,GALASSIA,41170,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/VELOX-2.jpg,VELOX2,VELOX 2,41171,alive,[]
2018-03-12T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/AGGIESAT-4.jpg,,AGGIESAT 4,41313,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/chubusat-2__1.jpg,JJ2YPN,CHUBUSAT-2,41338,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/CHUBUSAT-3.jpg,JJ2YPO,CHUBUSAT-3,41339,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/horyu-4__1.jpg,JG6YBW,HORYU-IV,41340,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/OUFTI-1_p7CDjND.jpg,,OUFTI-1,41458,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/E-STR-II_ENXTFuD.jpg,,E-ST@R-II,41459,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/AAUSAT-4.jpg,,AAUSAT 4,41460,alive,[{"decoder":"aausat4"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/AIST-2D.jpg,,AIST-2D,41465,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/samsat_HBdzG9t.jpg,,SAMSAT-218D,41466,alive,[]
2017-05-05T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/wMaOsV6D.jpg,,MINXSS,41474,re-entered,[{"decoder":"minxss"}]
2017-01-03T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/CADRE.jpg,,CADRE,41475,re-entered,[]
2017-04-21T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/STMSAT-1.jpg,,STMSAT-1,41476,re-entered,[]
2017-09-19T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/NODES-2_wnUSzDI.jpg,,NODES 2,41477,re-entered,[]
2017-09-23T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/NODES-1.jpg,,NODES 1,41478,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/NUSAT-1_iNMftIO.jpg,FRESCO,NUSAT 1,41557,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/NUSAT-2.jpeg,BATATA,NUSAT 2,41558,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/cartosat-2c-2.jpg,,CARTOSAT-2C,41599,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SATHYABAMASAT.jpg,,SATHYABAMASAT,41600,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/lapan-a3__1.jpg,,LAPAN-A3,41603,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/BIROS.jpg,,BIROS,41604,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SWAYAM.jpg,,SWAYAM,41607,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/BEESAT-4.jpg,,BEESAT-4,41619,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/3cat-2__2.jpg,,3CAT-2,41732,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/PRATHAM.jpg,,PRATHAM,41783,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/ALSAT-1N.png,AlSat-Nano,ALSAT 1N,41789,alive,[{"decoder":"alsat1n"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/cas-2t-145-435-mhz-fm-transponder-cubesat.jpg,OBJECT E,CAS-2T & KS-1Q,41845,alive,[]
2018-03-03T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/stars-c.jpg,,STARS-C,41895,re-entered,[]
2017-02-18T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/by70-1__1.jpg,,BY70-1,41909,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/KAIDUN-1.jpg,CATON-1,KAIDUN-1,41915,alive,[]
2017-02-05T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/freedom_2SfeDZn.jpg,,FREEDOM,41930,re-entered,[]
2017-10-18T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/waseda.jpg,,TANCREDO-1,41931,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/itf-2_rtUjYD0.jpg,,ITF-2,41932,re-entered,[]
2018-10-06T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/egg.jpg,,WASEDA-SAT3,41933,re-entered,[]
2017-05-15T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/tupod.jpg,,EGG,41934,re-entered,[]
2018-11-01T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/aoba.jpg,AOBA-VeloxIII,AOBA-VELOX 3,41935,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/cartosat-2d.jpg,,CARTOSAT-2D,41948,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/NAYIF-1.jpg,EO-88 - FUNCUBE-5,NAYIF-1,42017,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SOMP-2.jpg,DE02 - ON02DE,SOMP2,42700,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/Havelsat1.jpg,TR02 - ON02TR,HAVELSAT,42701,re-entered,[]
2018-03-07T00:00:00Z,null,US04 - ON04US,COLUMBIA,42702,re-entered,[]
2019-05-23T19:04:33Z,null,TW01 - ON01TW,PHOENIX,42706,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/X-CUBESAT.jpg,FR01 - ON01FR,X-CUBESAT,42707,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/qbee__1.jpg,SE01 - ON01SE,QBEE,42708,re-entered,[{"decoder":"qbee"}]
2019-06-08T13:25:31Z,https://db-satnogs.freetls.fastly.net/media/satellites/ZA-AEROSAT.jpg,AEROSAT - AZ01 - ON01AZ,ZA-AEROSAT,42713,re-entered,[]
2018-09-23T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/LINK.jpg,KR01 - ON01KR,LINK,42714,re-entered,[]
2018-11-12T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/upsat.jpg,GR02 - ON02GR,UPSAT,42716,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SPACECUBE.jpg,FR05 - ON05FR,SPACECUBE,42717,re-entered,[]
2018-12-22T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/HOOPOE.jpg,IL01 - ON01IL,HOOPOE,42718,re-entered,[]
2018-08-12T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/CHALLENGER.jpg,US01 ON01US QB50 US01- QBUS 1,CHALLENGER,42721,re-entered,[]
2019-08-07T13:56:32Z,https://db-satnogs.freetls.fastly.net/media/satellites/NJUST-1.jpg,CN03 ON03CN,NJUST-1,42722,re-entered,[]
2018-12-03T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/UNSW-EC0.jpg,AU02 ON02AU,UNSW-ECO,42723,re-entered,[]
2018-08-26T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/09_Inside-TVAC-chamber.jpg,GR01 ON01GR,DUTHSat,42724,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/LILACSAT-1.jpg,CN02 ON02CN - LO-90,LILACSAT-1,42725,re-entered,[]
2020-04-25T19:30:04Z,https://db-satnogs.freetls.fastly.net/media/satellites/nsight-1__1.jpg,AZ02 ON02AZ,NSIGHT-1,42726,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SNUSAT-1.jpg,KR03 ON03KR,SNUSAT-1B,42727,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/QBITO.jpg,ES01 ON01ES,QBITO,42728,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/AALTO-2.jpg,FI01 ON01FI,AALTO-2,42729,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/SUSAT.jpg,AU01 ON01AU,SUSAT,42730,re-entered,[]
2018-11-24T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/I-INSPIRE-2.jpg,AU03 ON03AU,I-INSPIRE II,42731,re-entered,[]
null,null,,POLYITAN-2-SAU,42732,re-entered,[]
null,null,KR02 ON02KR,SNUSAT-1,42733,re-entered,[]
2018-11-14T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/EXALTA-1.jpg,CA03 ON03CA,EXALTA-1,42734,re-entered,[]
2019-08-07T13:56:45Z,https://db-satnogs.freetls.fastly.net/media/satellites/AOXIANG-1.jpg,CN04 ON04CN,AOXIANG-1,42735,re-entered,[]
2019-04-30T06:30:54Z,https://db-satnogs.freetls.fastly.net/media/satellites/BEEAGLESAT.jpg,TR01 ON01TR,BEEAGLESAT,42736,re-entered,[]
2018-03-28T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/ATLANTIS.jpg,US02 ON02US,ATLANTIS,42737,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/cas-4-satellite_27im88Z.jpg,,CAS-4B,42759,alive,[{"decoder":"cas4"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/cas-4-satellite.jpg,,CAS-4A,42761,alive,[{"decoder":"cas4"}]
null,https://db-satnogs.freetls.fastly.net/media/satellites/UCLSAT.jpg,,UCLSAT,42765,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/NIUSAT.jpg,,NIUSAT,42766,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/CartoSat-2E_Auto4.jpeg,,CARTOSAT-2E,42767,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/LITUANICASAT-2.jpg,,LITUANICASAT-2,42768,alive,[]
2017-09-03T00:00:00Z,https://db-satnogs.freetls.fastly.net/media/satellites/INFLATESAIL.jpg,,INFLATESAIL,42770,re-entered,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/Aalto1avattuna_oikea.jpg,,AALTO-1,42775,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/URSA-MAIOR.jpg,IT02,URSA MAIOR,42776,alive,[]
null,https://db-satnogs.freetls.fastly.net/media/satellites/COMPASS-2.jpg,DRAGSAIL,COMPASS 2,42777,alive,[]
