baud,downlink_drift,alive,uplink_drift,invert,citation,description,type,norad_cat_id,uuid,mode,mode_id,service,downlink_high,uplink_high,downlink_low,updated,uplink_low,uplink_mode,status
1200.0,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Mode V/V APRS AFSK,Transceiver,26931,2dCbF2jmsxFpHw8ApevTMd,AFSK,49,Unknown,null,null,145825000,2019-04-18T05:39:53.343316Z,145825000,AFSK,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM,Transmitter,27844,fpLBtCB3kRcf5uFWvSonsC,AFSK,49,Unknown,null,null,437470000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM,Transmitter,27844,ufVXbFsznnzKWsXqyf8gwE,CW,6,Unknown,null,null,436837500,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U CW Beacon,Transmitter,27848,gmmMUrZydhneJJZRJAYoG7,CW,6,Unknown,null,null,436847500,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,Indian Beacon,Transmitter,28650,iQTQN82FXUCVSFmkYfohh5,CW,6,Unknown,null,null,145936000,2019-04-18T05:39:53.343316Z,null,null,inactive
0.0,null,false,null,true,CITATION NEEDED - https://xkcd.com/285/,Indian U/V Lin,Transponder,28650,9F84Wpixu87uciHwKzx8tU,FMN,7,Unknown,145930000,435280000,145870000,2019-04-18T05:39:53.343316Z,435220000,FMN,inactive
0.0,null,false,null,true,CITATION NEEDED - https://xkcd.com/285/,Dutch U/V Lin,Transponder,28650,Ja4nCimS64XJQaTCuaJRZh,FMN,7,Unknown,145925000,435275000,145875000,2019-04-18T05:39:53.343316Z,435225000,FMN,inactive
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U CW BEACON,Transmitter,28895,ShK6dsshtuNqssrY4xP7LA,CW,6,Unknown,null,null,437463100,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM,Transmitter,28895,BykbvfhDt8p3ieh8Nr8SYm,AFSK,49,Unknown,null,null,437345000,2019-04-18T05:39:53.343316Z,null,null,active
19.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM 1,Transmitter,32785,w3YLCLgdTqDpqhZ24uaJzM,CW,6,Unknown,null,null,437275000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM 2,Transmitter,32785,ie2oBdY3zydrkWxEHvXtL7,AFSK,49,Unknown,null,null,437475000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM,Transmitter,32791,WzUhZvVherckTDUttWu3dW,AFSK,49,Unknown,null,null,437485000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U Digi,Transmitter,32791,83vZm8YxPFoXjEzH9yhy4V,FMN,7,Unknown,null,null,437485000,2019-04-18T05:39:53.343316Z,null,null,active
2500.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Telemetry Beacon 1 Beacon,Transmitter,32953,h7S7VNjodegJM2AYahtvAN,FMN,7,Unknown,null,null,435215000,2019-04-18T05:39:53.343316Z,null,null,active
2500.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Telemetry Beacon 2 Beacon,Transmitter,32953,gFtFgRMUqbmLbR94Jjb2KK,FMN,7,Unknown,null,null,435315000,2019-04-18T05:39:53.343316Z,null,null,active
20.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U CW,Transmitter,33493,rmv9kRFrXDtQ8H7wucWwbm,CW,6,Unknown,null,null,437250000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U MSG,Transmitter,33499,ZkQJidFbx97FBARSxybeyh,AFSK,49,Unknown,null,null,437445000,2019-04-18T05:39:53.343316Z,null,null,active
4800.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM (broken),Transmitter,35933,ZwdQUwqRbFETGnLAxoH9JF,GMSK,63,Unknown,null,null,435950000,2019-04-18T05:39:53.343316Z,null,null,inactive
19200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,GFSK Telemetry,Transmitter,35935,r6mypHqFn5e2M2gadzsPx3,GFSK,75,Unknown,null,null,437325000,2019-04-18T05:39:53.343316Z,null,null,active
15.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,36122,T7QXLn5PryWVdjqDUfGa55,CW,6,Unknown,null,null,435791000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Mode V/U FM,Transceiver,36122,AEzrojCTbvAeZRDtPmqitc,FM,1,Unknown,null,null,435675000,2019-04-18T05:39:53.343316Z,145825000,FM,active
0.0,null,false,null,true,CITATION NEEDED - https://xkcd.com/285/,Mode V/U Linear,Transponder,36122,DMfzzRQEHk98K7diJ3wo27,FMN,7,Unknown,435765000,145975000,435715000,2019-04-18T05:39:53.343316Z,145925000,FMN,inactive
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,37839,NMbzCvfQ2cfTf4XUbDKe5A,CW,6,Unknown,null,null,437275000,2019-04-18T05:39:53.343316Z,null,null,active
2400.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,TLM,Transmitter,37839,KXTiVXsz8GnSZrfQU4yTnM,FSK,72,Unknown,null,null,437505000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,37841,XvPtteeoMRay7B3n3akDJE,CW,6,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FSK TLM,Transmitter,37855,UpunTDE3mZuzsVXUBWNGj5,FSK,72,Unknown,null,null,437485000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Explorer 1 Prime Unit 2 Beacon,Transmitter,37855,RHwhZR7PW4heGkuudpbLxa,BPSK,50,Unknown,null,null,437505000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Mode U/V Linear,Transponder,39444,kjb3TFADq77qj2AFSzxHCV,USB,9,Unknown,145970000,435150000,145950000,2019-04-18T05:39:53.343316Z,435130000,LSB,active
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U CW Beacon,Transmitter,27939,4p9hbcmaFJnSCZvCrZ3oCL,CW,6,Unknown,null,null,435352000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,39444,QsYRjdzExRFdZyJvcEw2GC,CW,6,Unknown,null,null,145815000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry,Transmitter,40025,AWujQt3WDBqLAmjXYtBgPZ,BPSK,50,Unknown,null,null,145815000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,39433,XY7os9TuqubxKYK7CrqEjK,CW,6,Unknown,null,null,437325000,2019-04-18T05:39:53.343316Z,null,null,inactive
null,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon (F2A),Transmitter,39136,MZgyEeYrdJsLnHCt3je6Ed,FM,1,Unknown,null,null,435948500,2019-04-18T05:39:53.343316Z,null,null,inactive
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,40054,ecmM575wCsfnP4UyZPLnoP,CW,6,Unknown,null,null,437250000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AX.25 beacon,Transmitter,40014,NSXo8tGxmxpTUMsmSH34FF,FSK,72,Unknown,null,null,437445000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FSK Beacon,Transmitter,40380,ViBdvztMKTCQJ46ozB35RN,AFSK,49,Unknown,null,null,437270000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon (F2A),Transmitter,35933,tqyx9wEiZwkdUBXuCeud5C,FM,1,Unknown,null,null,435950000,2019-04-18T05:39:53.343316Z,null,null,inactive
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK Telemetry,Transmitter,39444,Pt4MFHSC8UFHu3aTQTLz9K,BPSK,50,Unknown,null,null,145935000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FSK Stream,Transmitter,40379,8r24GV63wBsaB5GpAVC4cB,FSK,72,Unknown,null,null,437481000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U SSTV,Transmitter,32791,nJWyfQ4aLw7GVKboLhni6j,SSTV,5,Unknown,null,null,437485000,2019-04-18T05:39:53.343316Z,null,null,active
15.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,40032,QE9FpDcXwx383HzouMDGCL,CW,6,Unknown,null,null,145880000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode V BPSK TLM primary,Transmitter,32789,2GyWowDxwCzVjbUW5H2R5Y,BPSK,50,Unknown,null,null,145868000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode V BPSK TLM secondary,Transmitter,32789,nGjcbveXh7NUBQvuR2TaaC,BPSK,50,Unknown,null,null,145930000,2019-04-18T05:39:53.343316Z,null,null,active
15.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM beacon callsign 4X4HSL,Transmitter,40021,ZJBvFCm6u4wBLVs6JSAad7,CW,6,Unknown,null,null,145980000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK TLM 1k2 callsign 4X4HSL,Transmitter,40021,D5hpsmx8LgSCS3u9rpLMVC,BPSK,50,Unknown,null,null,145980000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM beacon callsign UKUBE-1,Transmitter,40074,7AchptE4yLHTtdLHSZQR4o,CW,6,Unknown,null,null,145840000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,BPSK TLM 1k2 callsign UKUBE-1,Transmitter,40074,HWdDcVRpjQJCxMbtRkL5em,BPSK,50,Unknown,null,null,145840000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,39770,3ZmFouEWtLL2usuzqpC8Fc,CW,6,Unknown,null,null,437525000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,35935,WjSuDmnkX32dASG7NqajhU,CW,6,Unknown,null,null,437325000,2019-04-18T05:39:53.343316Z,null,null,active
0.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,Dutch Beacon CW,Transmitter,28650,2FLxMzHDWYXqgmKF7XX9Me,CW,6,Unknown,null,null,145860000,2019-04-18T05:39:53.343316Z,null,null,inactive
0.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,35932,umF8WmqmSSiMVnfbPUwNh4,CW,6,Unknown,null,null,437505000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FSK 1k2 Beacon,Transmitter,35932,HtEGx3wfyNjXDxoFEvBTrc,AFSK,49,Unknown,null,null,437505000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM,Transmitter,40948,zpkkyWwnuxe7Xm8UB7AjbL,CW,6,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,inactive
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 GMSK TLM,Transmitter,40948,h7kmKuE4VKtD26nRNsyBon,GMSK,63,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,inactive
9600.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40948,ESwmxg9fmJ7rMrSKCZmQVG,GMSK,63,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,inactive
19200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Mode U TLM,Transmitter,40949,HA6JFSKUqqfCLDuKtZMiQb,GMSK,63,Unknown,null,null,437250000,2019-04-18T05:39:53.343316Z,null,null,active
4800.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,4k8 BFSK TLM,Transmitter,40948,RA3Ab8prVBJXZYfjsQGUsF,FSK,72,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,inactive
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40903,oxQ2jWYfhGivZfjbXdyz4H,USB,9,Unknown,145685000,435050000,145665000,2019-04-18T05:39:53.343316Z,435030000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40903,XWkgoTzbierFtJcCBZxPv4,GMSK,63,Unknown,null,null,145640000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm,Transmitter,40903,RdYt6csXh5XGEhh7UBxENH,CW,6,Unknown,null,null,145660000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40911,h922BguPKYt56S4JSV87WL,USB,9,Unknown,145750000,435110000,145730000,2019-04-18T05:39:53.343316Z,435090000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40911,fhM8LwHgZaPL6MjtjLL4MC,GMSK,63,Unknown,null,null,145705000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm,Transmitter,40911,HReEBxwoWJDuuvF5CfiyET,CW,6,Unknown,null,null,145725000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40906,6PkyCNyEaqRbADNZXj94WM,USB,9,Unknown,145815000,435170000,145795000,2019-04-18T05:39:53.343316Z,435150000,LSB,active
19200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,19k2 GMSK TLM,Transmitter,40906,GKvyYnXuEeNMhviHYHBDh9,GMSK,63,Unknown,null,null,145770000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm,Transmitter,40906,gtzv79Zp7kPymUekFaA2w4,CW,6,Unknown,null,null,145790000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40907,hqdRQnR5w4LrN5ag2f7NXB,USB,9,Unknown,145880000,435230000,145860000,2019-04-18T05:39:53.343316Z,435210000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40907,bzvvEibPpi3aRsrUjBTH7V,GMSK,63,Unknown,null,null,145835000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm,Transmitter,40907,V76m6YW7nVsTrgCboMVHEb,CW,6,Unknown,null,null,145855000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40909,BZVHvyW5jm2owcx7L5gYt8,USB,9,Unknown,145935000,435290000,145915000,2019-04-18T05:39:53.343316Z,435270000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40909,gz28Jj9NyRm7jMb5UK5Pv5,GMSK,63,Unknown,null,null,145890000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm,Transmitter,40909,FPQ2bkVNhx8T5NCeg8grn8,CW,6,Unknown,null,null,145910000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,true,CITATION NEEDED - https://xkcd.com/285/,Linear Transponder,Transponder,40910,pr9DVsgPMkAx8moihfWTFV,USB,9,Unknown,146000000,435350000,145980000,2019-04-18T05:39:53.343316Z,435330000,LSB,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40910,MQpfemiY9Pxga9ehRkmd9R,GMSK,63,Unknown,null,null,145955000,2019-04-18T05:39:53.343316Z,null,null,active
22.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 22wpm,Transmitter,40910,JF5HmyNqCqa5zb76EiaHgL,CW,6,Unknown,null,null,145975000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,40912,EifSE4XNdP9LyoFNcbcNJo,GMSK,63,Unknown,null,null,145475000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM 440,Transmitter,40912,UMxxEUjkahmhdywka7FTwe,GMSK,63,Unknown,null,null,437950000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,40908,cpsxRoz8S2dndbyCX8BEDX,CW,6,Unknown,null,null,437200000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,FM Transponder,Transceiver,40908,q6CVKJirfoUjNzD2A4rxsk,FM,1,Unknown,null,null,437200000,2019-04-18T05:39:53.343316Z,144350000,FM,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,APRS Digipeater,Transceiver,40908,xHDr7c3A7TuTPFcVvHKQuN,AFSK,49,Unknown,null,null,144390000,2019-04-18T05:39:53.343316Z,144390000,AFSK,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 FSK TLM,Transmitter,40900,oBKWA5oi4RtLDJMDnKWx59,FSK,72,Unknown,null,null,437300000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 MSK TLM,Transmitter,40897,Mp7c66GDw8rsGuqBiwaN2h,MSK,81,Unknown,null,null,437365000,2019-04-18T05:39:53.343316Z,null,null,inactive
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 BPSK TLM,Transmitter,40719,yzLZeFypEj65qUKis3XrTd,BPSK,50,Unknown,null,null,145975000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 AFSK TLM,Transmitter,40654,wnYjL6yjW3wxsVUhqS2duM,AFSK,49,Unknown,null,null,145825000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,APRS Digipeater,Transceiver,40654,FtxHUM8pqr6Ep95RehAouX,AFSK,49,Unknown,null,null,145825000,2019-04-18T05:39:53.343316Z,145825000,AFSK,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,PSK31 Transponder,Transceiver,40654,u9hJGiCLG6Sc2Bmgtxnn7i,PSK31,40,Unknown,null,null,435350000,2019-04-18T05:39:53.343316Z,28120000,PSK31,active
19200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,19k2 GMSK TLM,Transmitter,40378,nKnqokquVoKFRAJcePjqjj,GMSK,63,Unknown,null,null,437230000,2019-04-18T05:39:53.343316Z,null,null,active
19200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,19k2 GMSK TLM,Transmitter,40377,LuVHGVKfLRH9R7Qtu7WtWA,GMSK,63,Unknown,null,null,437405000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 FSK TLM,Transmitter,40071,3J35SxuePody8TvfrFv7U7,GFSK,75,Unknown,null,null,438225000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,40057,nP9SjSXhoLLLi4Xso84aER,CW,6,Unknown,null,null,145980000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 BPSK TLM,Transmitter,40024,mGn8cGayGiNWSoihVSBMqn,BPSK,50,Unknown,null,null,145865000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 FSK TLM,Transmitter,40043,oepFFUCo6qxWgQckFGWt8H,FSK,72,Unknown,null,null,435000000,2019-04-18T05:39:53.343316Z,null,null,active
21.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM 19wpm,Transmitter,36799,FNcx4kGjkFYau3YHhjCbFE,CW,6,Unknown,null,null,437305000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM,Transmitter,38340,fZHi59dXRTTtGPZC6EVL6i,CW,6,Unknown,null,null,437372000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW TLM,Transmitter,39134,xfcdPcSWKbqzRDxZZ79yhX,CW,6,Unknown,null,null,437485000,2019-04-18T05:39:53.343316Z,null,null,active
15.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transceiver,39439,WoaWzeKLVSn4dmV5BtEMQQ,CW,6,Unknown,null,null,145975000,2019-04-18T05:39:53.343316Z,435520000,CW,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 FSK TLM,Transmitter,39440,WvVrtfb4nKtEr3sJGqZdT7,FSK,72,Unknown,null,null,437445000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,false,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 AFSK TLM,Transmitter,39381,SPN3qoyK8tQdYCPsTdBcBA,AFSK,49,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,inactive
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,APT Downlink,Transmitter,28654,u2h8AaSR7ZJPreFgVDtcfP,APT,44,Unknown,null,null,137912500,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,APT Downlink,Transmitter,33591,kE4VaYKpnFmzEquEjKKi8D,APT,44,Unknown,null,null,137100000,2019-04-18T05:39:53.343316Z,null,null,active
3500000.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AHRPT Downlink,Transmitter,29499,E79pjmvfMXSHiAv8eGuEik,AHRPT,17,Unknown,null,null,1701300000,2019-04-18T05:39:53.343316Z,null,null,active
3500000.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AHRPT Downlink,Transmitter,38771,9PPph8gNaDCurhNEh9gfvZ,AHRPT,17,Unknown,null,null,1701300000,2019-04-18T05:39:53.343316Z,null,null,active
4200000.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AHRPT Downlink,Transmitter,32958,SEtMDM3FujKpcBeVe6j38L,AHRPT,17,Unknown,null,null,1704500000,2019-04-18T05:39:53.343316Z,null,null,active
4200000.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AHRPT Downlink,Transmitter,37214,f2iccrWcBsskw6uWeab5LA,AHRPT,17,Unknown,null,null,1704500000,2019-04-18T05:39:53.343316Z,null,null,active
4200000.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,AHRPT Downlink,Transmitter,39260,roUHxm5XRFAYLsdpzRBqx7,AHRPT,17,Unknown,null,null,1701400000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,41340,c2yGXJPJH5jXjQ3dcyhWXH,CW,6,Unknown,null,null,437375000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,1k2 AFSK TLM,Transmitter,41340,vsY59x3TnTeSArEiFKwPqE,AFSK,49,Unknown,null,null,437375000,2019-04-18T05:39:53.343316Z,null,null,active
100000.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,S-Band TLM,Transmitter,41340,qJQUey2riSEzVAfTzNpc5d,BPSK,50,Unknown,null,null,2400300000,2019-04-18T05:39:53.343316Z,null,null,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,41338,bGY3GV449zGjSezkRjDVFD,CW,6,Unknown,null,null,437094000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,41338,f6CupQE36AJzHTKeLZrToC,GMSK,63,Unknown,null,null,437100000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Message Exchange Service Uplink,Transceiver,41338,zbWxmgQtpiurQLbfXj879E,AFSK,49,Unknown,null,null,null,2019-04-18T05:39:53.343316Z,145815000,AFSK,active
null,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,CW Beacon,Transmitter,41339,C3zhr7czgjTcyyDwKsZiQ5,CW,6,Unknown,null,null,437423000,2019-04-18T05:39:53.343316Z,null,null,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,9k6 GMSK TLM,Transmitter,41339,mLxt93FKx9r5gqKbxtuybR,GMSK,63,Unknown,null,null,437425000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,Message Exchange Service Uplink,Transceiver,41339,8uiR46SDw9MXDKAArVDAq8,AFSK,49,Unknown,null,null,null,2019-04-18T05:39:53.343316Z,145840000,AFSK,active
9600.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,PE0SAT - 9k6 FSK TLM,Transmitter,39446,gBpooS3AUqyvkhCpRQvvW5,FSK,72,Unknown,null,null,437384000,2019-04-18T05:39:53.343316Z,null,null,active
1200.0,null,true,null,false,CITATION NEEDED - https://xkcd.com/285/,PE0SAT - 1k2 AFSK KISS,Transmitter,37855,vYCZHtGQcfFqzT9fNTT6ei,AFSK,49,Unknown,null,null,437501000,2019-04-18T05:39:53.343316Z,null,null,active
